Ticker,Ex-Div Date,Dividend,Price on Ex-Date,Annualized Yield %,Frequency,Source
BNK.TO,2024-11-29,0.12,11.903,12.098,monthly,yfinance
BNK.TO,2024-12-31,0.12,11.559,12.458,monthly,yfinance
BNK.TO,2025-01-31,0.12,12.229,11.776,monthly,yfinance
BNK.TO,2025-02-28,0.12,12.593,11.435,monthly,yfinance
BNK.TO,2025-03-31,0.12,12.845,11.211,monthly,yfinance
BNK.TO,2025-04-30,0.12,12.894,11.168,monthly,yfinance
BNK.TO,2025-05-30,0.12,13.061,11.025,monthly,yfinance
BNK.TO,2025-06-30,0.12,15.779,9.126,monthly,yfinance
BNK.TO,2025-07-31,0.12,15.6,9.231,monthly,yfinance
BOND.TO,2023-10-30,0.18,16.095,13.421,monthly,yfinance
BOND.TO,2023-11-29,0.18,17.592,12.278,monthly,yfinance
BOND.TO,2023-12-28,0.19,18.657,12.221,monthly,yfinance
BOND.TO,2024-01-30,0.19,18.017,12.655,monthly,yfinance
BOND.TO,2024-02-28,0.19,17.783,12.821,monthly,yfinance
BOND.TO,2024-03-27,0.19,18.047,12.634,monthly,yfinance
BOND.TO,2024-04-29,0.19,17.117,13.32,monthly,yfinance
BOND.TO,2024-05-31,0.19,17.438,13.075,monthly,yfinance
BOND.TO,2024-06-28,0.19,17.688,12.89,monthly,yfinance
BOND.TO,2024-07-31,0.19,18.216,12.516,monthly,yfinance
BOND.TO,2024-08-30,0.19,18.543,12.296,monthly,yfinance
BOND.TO,2024-09-27,0.19,18.92,12.051,monthly,yfinance
BOND.TO,2024-10-31,0.19,17.926,12.719,monthly,yfinance
BOND.TO,2024-11-29,0.19,18.365,12.415,monthly,yfinance
BOND.TO,2024-12-31,0.19,17.241,13.224,monthly,yfinance
BOND.TO,2025-01-31,0.19,17.324,13.161,monthly,yfinance
BOND.TO,2025-02-28,0.19,18.031,12.645,monthly,yfinance
BOND.TO,2025-03-31,0.19,17.975,12.684,monthly,yfinance
BOND.TO,2025-04-30,0.19,17.835,12.784,monthly,yfinance
BOND.TO,2025-05-30,0.19,17.356,13.137,monthly,yfinance
BOND.TO,2025-06-30,0.19,17.729,12.86,monthly,yfinance
BOND.TO,2025-07-31,0.19,17.71,12.874,monthly,yfinance
BTCY.TO,2021-12-29,0.1,5.433,22.087,monthly,yfinance
BTCY.TO,2022-01-27,0.079,4.158,22.801,monthly,yfinance
BTCY.TO,2022-02-24,0.079,4.422,21.437,monthly,yfinance
BTCY.TO,2022-03-29,0.075,5.47,16.455,monthly,yfinance
BTCY.TO,2022-04-27,0.075,4.515,19.934,monthly,yfinance
BTCY.TO,2022-05-27,0.075,3.356,26.816,monthly,yfinance
BTCY.TO,2022-06-28,0.04,2.343,20.487,monthly,yfinance
BTCY.TO,2022-07-27,0.04,2.612,18.38,monthly,yfinance
BTCY.TO,2022-08-29,0.04,2.298,20.888,monthly,yfinance
BTCY.TO,2022-09-28,0.032,2.264,16.96,monthly,yfinance
BTCY.TO,2022-10-27,0.032,2.367,16.224,monthly,yfinance
BTCY.TO,2022-11-28,0.023,1.878,14.7,monthly,yfinance
BTCY.TO,2022-12-28,0.021,1.908,13.208,monthly,yfinance
BTCY.TO,2023-01-26,0.021,2.498,10.089,monthly,yfinance
BTCY.TO,2023-01-27,0.021,2.536,9.936,weekly,yfinance
BTCY.TO,2023-02-24,0.021,2.469,10.208,monthly,yfinance
BTCY.TO,2023-03-29,0.021,2.88,8.749,monthly,yfinance
BTCY.TO,2023-04-26,0.04,2.873,16.705,monthly,yfinance
BTCY.TO,2023-05-30,0.04,2.881,16.659,monthly,yfinance
BTCY.TO,2023-06-28,0.04,3.06,15.685,monthly,yfinance
BTCY.TO,2023-07-27,0.04,2.989,16.059,monthly,yfinance
BTCY.TO,2023-08-29,0.04,2.871,16.716,monthly,yfinance
BTCY.TO,2023-09-27,0.04,2.73,17.581,monthly,yfinance
BTCY.TO,2023-10-27,0.04,3.346,14.344,monthly,yfinance
BTCY.TO,2023-11-28,0.048,3.733,15.428,monthly,yfinance
BTCY.TO,2023-12-27,0.048,4.157,13.857,monthly,yfinance
BTCY.TO,2024-01-29,0.048,4.139,13.915,monthly,yfinance
BTCY.TO,2024-02-27,0.048,5.167,11.148,monthly,yfinance
BTCY.TO,2024-03-26,0.053,5.932,10.722,monthly,yfinance
BTCY.TO,2024-04-26,0.053,5.563,11.434,monthly,yfinance
BTCY.TO,2024-05-29,0.053,5.887,10.804,monthly,yfinance
BTCY.TO,2024-06-26,0.053,5.38,11.822,monthly,yfinance
BTCY.TO,2024-07-29,0.053,5.869,10.837,monthly,yfinance
BTCY.TO,2024-08-28,0.053,5.2,12.23,monthly,yfinance
BTCY.TO,2024-09-26,0.053,5.708,11.142,monthly,yfinance
BTCY.TO,2024-10-29,0.053,6.329,10.048,monthly,yfinance
BTCY.TO,2024-11-27,0.085,8.039,12.689,monthly,yfinance
BTCY.TO,2024-12-27,0.085,7.91,12.895,monthly,yfinance
BTCY.TO,2025-01-29,0.085,8.701,11.723,monthly,yfinance
BTCY.TO,2025-02-26,0.085,7.007,14.557,monthly,yfinance
BTCY.TO,2025-03-27,0.085,7.298,13.977,monthly,yfinance
BTCY.TO,2025-04-28,0.085,7.812,13.057,monthly,yfinance
BTCY.TO,2025-05-28,0.085,8.768,11.633,monthly,yfinance
BTCY.TO,2025-06-26,0.085,8.793,11.601,monthly,yfinance
BTCY.TO,2025-07-29,0.085,9.55,10.681,monthly,yfinance
CALL.TO,2018-01-23,0.075,11.281,7.978,monthly,yfinance
CALL.TO,2018-02-20,0.075,11.209,8.029,monthly,yfinance
CALL.TO,2018-03-21,0.075,11.187,8.045,monthly,yfinance
CALL.TO,2018-04-20,0.075,10.682,8.426,monthly,yfinance
CALL.TO,2018-05-23,0.075,10.704,8.408,monthly,yfinance
CALL.TO,2018-06-21,0.075,10.874,8.276,monthly,yfinance
CALL.TO,2018-07-23,0.075,10.755,8.368,monthly,yfinance
CALL.TO,2018-08-23,0.075,11.334,7.941,monthly,yfinance
CALL.TO,2018-09-20,0.075,10.932,8.232,monthly,yfinance
CALL.TO,2018-10-23,0.075,9.825,9.161,monthly,yfinance
CALL.TO,2018-11-22,0.075,10.101,8.91,monthly,yfinance
CALL.TO,2018-12-28,0.075,8.37,10.753,monthly,yfinance
CALL.TO,2019-01-30,0.075,9.782,9.201,monthly,yfinance
CALL.TO,2019-02-27,0.075,10.087,8.922,monthly,yfinance
CALL.TO,2019-03-28,0.075,9.225,9.756,monthly,yfinance
CALL.TO,2019-04-29,0.115,10.123,13.632,monthly,yfinance
CALL.TO,2019-05-30,0.115,9.697,14.231,monthly,yfinance
CALL.TO,2019-06-27,0.115,9.626,14.337,monthly,yfinance
CALL.TO,2019-07-30,0.115,9.874,13.976,monthly,yfinance
CALL.TO,2019-08-29,0.115,9.232,14.949,monthly,yfinance
CALL.TO,2019-09-27,0.115,10.007,13.79,monthly,yfinance
CALL.TO,2019-10-30,0.115,10.23,13.49,monthly,yfinance
CALL.TO,2019-11-28,0.115,10.806,12.77,monthly,yfinance
CALL.TO,2019-12-30,0.115,11.401,12.104,monthly,yfinance
CALL.TO,2020-01-30,0.115,10.804,12.773,monthly,yfinance
CALL.TO,2020-02-27,0.115,9.635,14.323,monthly,yfinance
CALL.TO,2020-03-30,0.115,6.714,20.554,monthly,yfinance
CALL.TO,2020-04-29,0.115,7.389,18.677,monthly,yfinance
CALL.TO,2020-05-28,0.115,7.57,18.23,monthly,yfinance
CALL.TO,2020-06-29,0.115,7.197,19.175,monthly,yfinance
CALL.TO,2020-07-30,0.115,7.464,18.49,monthly,yfinance
CALL.TO,2020-08-28,0.115,7.792,17.711,monthly,yfinance
CALL.TO,2020-09-29,0.115,7.395,18.662,monthly,yfinance
CALL.TO,2020-10-29,0.115,7.739,17.831,monthly,yfinance
CALL.TO,2020-11-27,0.115,9.493,14.537,monthly,yfinance
CALL.TO,2020-12-30,0.115,9.887,13.957,monthly,yfinance
CALL.TO,2021-01-28,0.115,10.237,13.481,monthly,yfinance
CALL.TO,2021-02-25,0.115,11.985,11.514,monthly,yfinance
CALL.TO,2021-03-30,0.115,12.077,11.427,monthly,yfinance
CALL.TO,2021-04-29,0.115,12.94,10.665,monthly,yfinance
CALL.TO,2021-05-27,0.115,13.266,10.403,monthly,yfinance
CALL.TO,2021-05-28,0.115,13.301,10.375,weekly,yfinance
CALL.TO,2021-06-29,0.115,12.431,11.101,monthly,yfinance
CALL.TO,2021-07-29,0.115,12.338,11.185,monthly,yfinance
CALL.TO,2021-08-30,0.115,12.825,10.76,monthly,yfinance
CALL.TO,2021-09-28,0.115,13.464,10.25,monthly,yfinance
CALL.TO,2021-10-28,0.125,14.048,10.678,monthly,yfinance
CALL.TO,2021-11-29,0.125,13.869,10.815,monthly,yfinance
CALL.TO,2021-12-30,0.125,13.628,11.007,monthly,yfinance
CALL.TO,2022-01-28,0.125,13.584,11.043,monthly,yfinance
CALL.TO,2022-02-25,0.125,14.113,10.629,monthly,yfinance
CALL.TO,2022-03-30,0.125,13.119,11.434,monthly,yfinance
CALL.TO,2022-04-28,0.125,11.938,12.564,monthly,yfinance
CALL.TO,2022-05-30,0.125,12.236,12.259,monthly,yfinance
CALL.TO,2022-06-29,0.125,10.934,13.718,monthly,yfinance
CALL.TO,2022-07-28,0.125,11.387,13.173,monthly,yfinance
CALL.TO,2022-08-30,0.125,11.495,13.049,monthly,yfinance
CALL.TO,2022-09-28,0.125,10.735,13.973,monthly,yfinance
CALL.TO,2022-10-28,0.125,11.143,13.461,monthly,yfinance
CALL.TO,2022-11-29,0.125,11.383,13.177,monthly,yfinance
CALL.TO,2022-12-29,0.125,10.719,13.993,monthly,yfinance
CALL.TO,2023-01-30,0.125,11.593,12.939,monthly,yfinance
CALL.TO,2023-02-27,0.125,11.539,13.0,monthly,yfinance
CALL.TO,2023-03-30,0.125,8.223,18.241,monthly,yfinance
CALL.TO,2023-04-27,0.125,8.214,18.262,monthly,yfinance
CALL.TO,2023-05-30,0.125,8.021,18.701,monthly,yfinance
CALL.TO,2023-06-29,0.125,8.149,18.408,monthly,yfinance
CALL.TO,2023-07-28,0.125,9.15,16.393,monthly,yfinance
CALL.TO,2023-08-30,0.125,8.396,17.866,monthly,yfinance
CALL.TO,2023-09-28,0.125,8.109,18.498,monthly,yfinance
CALL.TO,2023-10-30,0.125,7.619,19.687,monthly,yfinance
CALL.TO,2023-11-29,0.125,8.655,17.331,monthly,yfinance
CALL.TO,2023-12-28,0.125,9.619,15.593,monthly,yfinance
CALL.TO,2024-01-30,0.125,9.89,15.167,monthly,yfinance
CALL.TO,2024-02-28,0.125,9.659,15.529,monthly,yfinance
CALL.TO,2024-03-27,0.125,10.47,14.326,monthly,yfinance
CALL.TO,2024-04-29,0.125,10.466,14.332,monthly,yfinance
CALL.TO,2024-05-31,0.125,10.55,14.218,monthly,yfinance
CALL.TO,2024-06-28,0.125,10.522,14.256,monthly,yfinance
CALL.TO,2024-07-31,0.125,11.656,12.869,monthly,yfinance
CALL.TO,2024-08-30,0.125,11.751,12.765,monthly,yfinance
CALL.TO,2024-09-27,0.125,11.476,13.07,monthly,yfinance
CALL.TO,2024-10-31,0.125,12.144,12.352,monthly,yfinance
CALL.TO,2024-11-29,0.125,13.68,10.965,monthly,yfinance
CALL.TO,2024-12-31,0.125,12.472,12.027,monthly,yfinance
CALL.TO,2025-01-31,0.125,13.411,11.185,monthly,yfinance
CALL.TO,2025-02-28,0.125,12.917,11.612,monthly,yfinance
CALL.TO,2025-03-31,0.125,11.897,12.609,monthly,yfinance
CALL.TO,2025-04-30,0.125,11.218,13.372,monthly,yfinance
CALL.TO,2025-05-30,0.125,11.951,12.551,monthly,yfinance
CALL.TO,2025-06-30,0.125,12.918,11.611,monthly,yfinance
CALL.TO,2025-07-31,0.125,13.13,11.424,monthly,yfinance
CASH.TO,2021-11-30,0.026,43.775,0.713,monthly,yfinance
CASH.TO,2021-12-31,0.026,43.798,0.712,monthly,yfinance
CASH.TO,2022-01-31,0.026,43.842,0.712,monthly,yfinance
CASH.TO,2022-02-28,0.026,43.843,0.712,monthly,yfinance
CASH.TO,2022-03-31,0.026,43.875,0.711,monthly,yfinance
CASH.TO,2022-04-29,0.055,43.914,1.503,monthly,yfinance
CASH.TO,2022-05-31,0.055,43.972,1.501,monthly,yfinance
CASH.TO,2022-06-30,0.076,44.038,2.071,monthly,yfinance
CASH.TO,2022-07-29,0.119,44.126,3.236,monthly,yfinance
CASH.TO,2022-08-31,0.103,44.225,2.795,monthly,yfinance
CASH.TO,2022-09-29,0.139,44.375,3.759,monthly,yfinance
CASH.TO,2022-10-31,0.165,44.495,4.45,monthly,yfinance
CASH.TO,2022-11-30,0.173,44.649,4.65,monthly,yfinance
CASH.TO,2022-12-30,0.189,44.844,5.058,monthly,yfinance
CASH.TO,2023-01-31,0.202,45.007,5.386,monthly,yfinance
CASH.TO,2023-02-28,0.192,45.171,5.101,monthly,yfinance
CASH.TO,2023-03-31,0.207,45.385,5.473,monthly,yfinance
CASH.TO,2023-04-28,0.179,45.557,4.715,monthly,yfinance
CASH.TO,2023-05-31,0.225,45.726,5.905,monthly,yfinance
CASH.TO,2023-06-30,0.206,45.942,5.381,monthly,yfinance
CASH.TO,2023-07-31,0.221,46.126,5.749,monthly,yfinance
CASH.TO,2023-08-31,0.225,46.324,5.828,monthly,yfinance
CASH.TO,2023-09-29,0.217,46.544,5.595,monthly,yfinance
CASH.TO,2023-10-31,0.224,46.734,5.752,monthly,yfinance
CASH.TO,2023-11-30,0.215,46.935,5.497,monthly,yfinance
CASH.TO,2023-12-29,0.215,47.137,5.473,monthly,yfinance
CASH.TO,2024-01-31,0.215,47.33,5.451,monthly,yfinance
CASH.TO,2024-02-29,0.195,47.515,4.925,monthly,yfinance
CASH.TO,2024-03-28,0.195,47.719,4.904,monthly,yfinance
CASH.TO,2024-04-30,0.195,47.896,4.886,monthly,yfinance
CASH.TO,2024-05-31,0.2,48.107,4.989,monthly,yfinance
CASH.TO,2024-06-28,0.19,48.299,4.721,monthly,yfinance
CASH.TO,2024-07-31,0.195,48.459,4.829,monthly,yfinance
CASH.TO,2024-08-30,0.18,48.653,4.44,monthly,yfinance
CASH.TO,2024-09-27,0.175,48.804,4.303,monthly,yfinance
CASH.TO,2024-10-31,0.155,48.955,3.799,monthly,yfinance
CASH.TO,2024-11-29,0.155,49.107,3.788,monthly,yfinance
CASH.TO,2024-12-31,0.136,49.27,3.312,monthly,yfinance
CASH.TO,2025-01-31,0.129,49.367,3.136,monthly,yfinance
CASH.TO,2025-02-28,0.112,49.478,2.716,monthly,yfinance
CASH.TO,2025-03-31,0.105,49.577,2.541,monthly,yfinance
CASH.TO,2025-04-30,0.105,49.676,2.536,monthly,yfinance
CASH.TO,2025-05-30,0.103,49.789,2.482,monthly,yfinance
CASH.TO,2025-06-30,0.106,49.894,2.549,monthly,yfinance
CASH.TO,2025-07-31,0.106,49.995,2.544,monthly,yfinance
CNCL.TO,2023-07-28,0.206,15.889,15.558,monthly,yfinance
CNCL.TO,2023-08-30,0.206,15.704,15.741,monthly,yfinance
CNCL.TO,2023-09-28,0.206,15.065,16.409,monthly,yfinance
CNCL.TO,2023-10-30,0.2,14.445,16.615,monthly,yfinance
CNCL.TO,2023-11-29,0.2,15.506,15.477,monthly,yfinance
CNCL.TO,2023-12-28,0.2,16.083,14.923,monthly,yfinance
CNCL.TO,2024-01-30,0.2,16.366,14.664,monthly,yfinance
CNCL.TO,2024-02-28,0.2,16.493,14.552,monthly,yfinance
CNCL.TO,2024-03-27,0.2,16.944,14.164,monthly,yfinance
CNCL.TO,2024-04-29,0.2,16.91,14.193,monthly,yfinance
CNCL.TO,2024-05-31,0.2,16.91,14.193,monthly,yfinance
CNCL.TO,2024-06-28,0.2,16.669,14.398,monthly,yfinance
CNCL.TO,2024-07-31,0.2,17.437,13.764,monthly,yfinance
CNCL.TO,2024-08-30,0.2,17.616,13.624,monthly,yfinance
CNCL.TO,2024-09-27,0.2,18.113,13.25,monthly,yfinance
CNCL.TO,2024-10-31,0.2,18.312,13.106,monthly,yfinance
CNCL.TO,2024-11-29,0.2,19.189,12.507,monthly,yfinance
CNCL.TO,2024-12-31,0.2,19.006,12.628,monthly,yfinance
CNCL.TO,2025-01-31,0.18,19.532,11.059,monthly,yfinance
CNCL.TO,2025-02-28,0.18,19.362,11.156,monthly,yfinance
CNCL.TO,2025-03-31,0.18,19.014,11.36,monthly,yfinance
CNCL.TO,2025-04-30,0.175,18.865,11.132,monthly,yfinance
CNCL.TO,2025-05-30,0.175,19.876,10.566,monthly,yfinance
CNCL.TO,2025-06-30,0.175,20.128,10.433,monthly,yfinance
CNCL.TO,2025-07-31,0.165,20.37,9.72,monthly,yfinance
CNYE.TO,2025-03-31,0.4,8.386,57.236,monthly,yfinance
CNYE.TO,2025-04-30,0.4,9.577,50.12,monthly,yfinance
CNYE.TO,2025-05-30,0.4,11.603,41.369,monthly,yfinance
CNYE.TO,2025-06-30,0.4,16.142,29.736,monthly,yfinance
CNYE.TO,2025-07-31,0.4,17.58,27.304,monthly,yfinance
CONY.TO,2025-02-28,0.3,8.962,40.169,monthly,yfinance
CONY.TO,2025-03-31,0.3,7.245,49.687,monthly,yfinance
CONY.TO,2025-04-30,0.28,7.883,42.621,monthly,yfinance
CONY.TO,2025-05-30,0.28,9.422,35.662,monthly,yfinance
CONY.TO,2025-06-30,0.28,12.322,27.268,monthly,yfinance
CONY.TO,2025-07-31,0.28,13.39,25.093,monthly,yfinance
DFN.TO,2004-04-28,0.3,1.053,341.891,monthly,yfinance
DFN.TO,2004-05-27,0.3,1.072,335.739,monthly,yfinance
DFN.TO,2004-06-28,0.3,1.111,324.09,monthly,yfinance
DFN.TO,2004-07-28,0.3,1.111,323.913,monthly,yfinance
DFN.TO,2004-08-27,0.3,1.164,309.259,monthly,yfinance
DFN.TO,2004-09-28,0.3,1.177,305.946,monthly,yfinance
DFN.TO,2004-10-27,0.3,1.222,294.536,monthly,yfinance
DFN.TO,2004-11-26,0.3,1.21,297.44,monthly,yfinance
DFN.TO,2004-12-29,0.3,1.21,297.44,monthly,yfinance
DFN.TO,2005-01-27,0.3,1.254,287.035,monthly,yfinance
DFN.TO,2005-02-24,0.1,1.312,91.464,monthly,yfinance
DFN.TO,2005-03-29,0.1,1.281,93.702,monthly,yfinance
DFN.TO,2005-04-27,0.1,1.312,91.451,monthly,yfinance
DFN.TO,2005-05-27,0.1,1.331,90.138,monthly,yfinance
DFN.TO,2005-06-28,0.1,1.362,88.085,monthly,yfinance
DFN.TO,2005-07-27,0.1,1.475,81.355,monthly,yfinance
DFN.TO,2005-08-29,0.1,1.515,79.216,monthly,yfinance
DFN.TO,2005-09-28,0.1,1.65,72.722,monthly,yfinance
DFN.TO,2005-10-27,0.1,1.589,75.512,monthly,yfinance
DFN.TO,2005-11-28,0.1,1.713,70.035,monthly,yfinance
DFN.TO,2005-12-28,0.1,1.711,70.154,monthly,yfinance
DFN.TO,2006-01-27,0.1,1.697,70.704,monthly,yfinance
DFN.TO,2006-02-24,0.1,1.712,70.106,monthly,yfinance
DFN.TO,2006-03-29,0.1,1.666,72.013,monthly,yfinance
DFN.TO,2006-04-26,0.1,1.695,70.776,monthly,yfinance
DFN.TO,2006-05-29,0.1,1.669,71.896,monthly,yfinance
DFN.TO,2006-06-28,0.1,1.555,77.155,monthly,yfinance
DFN.TO,2006-07-27,0.1,1.645,72.946,monthly,yfinance
DFN.TO,2006-08-29,0.1,1.724,69.625,monthly,yfinance
DFN.TO,2006-09-27,0.1,1.819,65.987,monthly,yfinance
DFN.TO,2006-10-27,0.1,1.79,67.021,monthly,yfinance
DFN.TO,2006-11-28,0.1,1.869,64.194,monthly,yfinance
DFN.TO,2006-12-27,0.1,1.889,63.539,monthly,yfinance
DFN.TO,2007-01-29,0.1,1.933,62.092,monthly,yfinance
DFN.TO,2007-02-26,0.1,1.927,62.286,monthly,yfinance
DFN.TO,2007-03-28,0.1,1.966,61.041,monthly,yfinance
DFN.TO,2007-04-26,0.1,2.097,57.235,monthly,yfinance
DFN.TO,2007-05-29,0.1,2.227,53.88,monthly,yfinance
DFN.TO,2007-06-27,0.1,1.882,63.753,monthly,yfinance
DFN.TO,2007-07-27,0.1,1.915,62.669,monthly,yfinance
DFN.TO,2007-08-29,0.1,1.9,63.174,monthly,yfinance
DFN.TO,2007-09-26,0.1,1.899,63.203,monthly,yfinance
DFN.TO,2007-10-29,0.1,1.832,65.494,monthly,yfinance
DFN.TO,2007-11-28,0.1,1.758,68.258,monthly,yfinance
DFN.TO,2007-12-27,0.1,1.677,71.569,monthly,yfinance
DFN.TO,2008-01-29,0.1,1.704,70.413,monthly,yfinance
DFN.TO,2008-02-27,0.1,1.618,74.183,monthly,yfinance
DFN.TO,2008-03-27,0.1,1.67,71.868,monthly,yfinance
DFN.TO,2008-04-28,0.1,1.656,72.453,monthly,yfinance
DFN.TO,2008-05-28,0.1,1.618,74.16,monthly,yfinance
DFN.TO,2008-06-26,0.1,1.559,76.961,monthly,yfinance
DFN.TO,2008-07-29,0.1,1.542,77.82,monthly,yfinance
DFN.TO,2008-08-27,0.1,1.531,78.392,monthly,yfinance
DFN.TO,2008-09-26,0.1,1.513,79.303,monthly,yfinance
DFN.TO,2008-10-29,0.1,1.182,101.523,monthly,yfinance
DFN.TO,2008-11-26,0.1,0.704,170.371,monthly,yfinance
DFN.TO,2008-12-29,0.1,0.646,185.827,monthly,yfinance
DFN.TO,2009-01-28,0.1,0.842,142.558,monthly,yfinance
DFN.TO,2009-02-25,0.1,0.72,166.622,monthly,yfinance
DFN.TO,2009-03-27,0.1,0.847,141.619,monthly,yfinance
DFN.TO,2009-04-28,0.1,1.077,111.383,monthly,yfinance
DFN.TO,2009-05-27,0.1,1.19,100.867,monthly,yfinance
DFN.TO,2009-06-26,0.1,1.229,97.637,monthly,yfinance
DFN.TO,2009-07-29,0.1,1.368,87.736,monthly,yfinance
DFN.TO,2009-08-27,0.1,1.609,74.603,monthly,yfinance
DFN.TO,2009-09-28,0.1,1.608,74.605,monthly,yfinance
DFN.TO,2009-10-28,0.1,1.392,86.213,monthly,yfinance
DFN.TO,2009-11-26,0.1,1.405,85.407,monthly,yfinance
DFN.TO,2009-12-29,0.1,1.448,82.864,monthly,yfinance
DFN.TO,2010-01-27,0.1,1.63,73.635,monthly,yfinance
DFN.TO,2010-02-24,0.1,1.679,71.469,monthly,yfinance
DFN.TO,2010-03-29,0.1,1.604,74.824,monthly,yfinance
DFN.TO,2010-04-28,0.1,1.648,72.801,monthly,yfinance
DFN.TO,2010-05-27,0.1,1.612,74.424,monthly,yfinance
DFN.TO,2010-06-28,0.1,1.654,72.569,monthly,yfinance
DFN.TO,2010-07-28,0.1,1.693,70.868,monthly,yfinance
DFN.TO,2010-08-27,0.1,1.72,69.758,monthly,yfinance
DFN.TO,2010-09-28,0.1,1.806,66.457,monthly,yfinance
DFN.TO,2010-10-27,0.1,1.878,63.889,monthly,yfinance
DFN.TO,2010-11-26,0.1,1.948,61.593,monthly,yfinance
DFN.TO,2010-12-29,0.1,1.882,63.752,monthly,yfinance
DFN.TO,2011-01-27,0.1,1.951,61.521,monthly,yfinance
DFN.TO,2011-02-24,0.1,1.99,60.309,monthly,yfinance
DFN.TO,2011-03-29,0.1,2.032,59.047,monthly,yfinance
DFN.TO,2011-04-27,0.1,2.04,58.823,monthly,yfinance
DFN.TO,2011-05-27,0.1,2.107,56.948,monthly,yfinance
DFN.TO,2011-06-28,0.1,2.059,58.282,monthly,yfinance
DFN.TO,2011-07-27,0.1,1.989,60.336,monthly,yfinance
DFN.TO,2011-08-29,0.1,1.945,61.694,monthly,yfinance
DFN.TO,2011-09-28,0.1,1.866,64.322,monthly,yfinance
DFN.TO,2011-10-27,0.1,1.941,61.83,monthly,yfinance
DFN.TO,2011-11-28,0.1,1.78,67.423,monthly,yfinance
DFN.TO,2011-12-28,0.1,1.78,67.423,monthly,yfinance
DFN.TO,2012-01-27,0.1,1.946,61.662,monthly,yfinance
DFN.TO,2012-02-27,0.1,2.003,59.903,monthly,yfinance
DFN.TO,2012-03-28,0.1,2.003,59.911,monthly,yfinance
DFN.TO,2012-04-26,0.1,1.938,61.918,monthly,yfinance
DFN.TO,2012-05-29,0.1,1.921,62.481,monthly,yfinance
DFN.TO,2012-06-27,0.1,1.781,67.381,monthly,yfinance
DFN.TO,2012-07-27,0.1,1.823,65.842,monthly,yfinance
DFN.TO,2012-08-29,0.1,1.857,64.618,monthly,yfinance
DFN.TO,2012-09-26,0.1,1.909,62.858,monthly,yfinance
DFN.TO,2012-10-29,0.1,1.883,63.731,monthly,yfinance
DFN.TO,2012-11-28,0.1,1.896,63.284,monthly,yfinance
DFN.TO,2012-12-27,0.1,1.86,64.512,monthly,yfinance
DFN.TO,2013-01-29,0.1,1.929,62.198,monthly,yfinance
DFN.TO,2013-02-26,0.1,1.943,61.763,monthly,yfinance
DFN.TO,2013-03-26,0.1,2.096,57.256,monthly,yfinance
DFN.TO,2013-04-26,0.1,2.145,55.943,monthly,yfinance
DFN.TO,2013-05-29,0.1,2.251,53.306,monthly,yfinance
DFN.TO,2013-06-26,0.1,2.058,58.312,monthly,yfinance
DFN.TO,2013-07-29,0.1,2.229,53.844,monthly,yfinance
DFN.TO,2013-08-28,0.1,2.286,52.484,monthly,yfinance
DFN.TO,2013-09-26,0.1,2.297,52.25,monthly,yfinance
DFN.TO,2013-10-29,0.1,2.368,50.678,monthly,yfinance
DFN.TO,2013-11-27,0.1,2.359,50.864,monthly,yfinance
DFN.TO,2013-12-27,0.1,2.363,50.773,monthly,yfinance
DFN.TO,2014-01-29,0.1,2.389,50.23,monthly,yfinance
DFN.TO,2014-02-26,0.1,2.48,48.392,monthly,yfinance
DFN.TO,2014-03-27,0.1,2.578,46.549,monthly,yfinance
DFN.TO,2014-04-28,0.1,2.682,44.746,monthly,yfinance
DFN.TO,2014-05-28,0.1,2.648,45.31,monthly,yfinance
DFN.TO,2014-06-26,0.1,2.711,44.264,monthly,yfinance
DFN.TO,2014-07-29,0.1,2.731,43.933,monthly,yfinance
DFN.TO,2014-08-27,0.1,2.779,43.176,monthly,yfinance
DFN.TO,2014-09-26,0.1,2.754,43.567,monthly,yfinance
DFN.TO,2014-10-29,0.1,2.78,43.166,monthly,yfinance
DFN.TO,2014-11-26,0.1,2.792,42.985,monthly,yfinance
DFN.TO,2014-12-29,0.1,2.818,42.586,monthly,yfinance
DFN.TO,2015-01-28,0.1,2.806,42.769,monthly,yfinance
DFN.TO,2015-02-25,0.1,2.923,41.049,monthly,yfinance
DFN.TO,2015-03-27,0.1,2.938,40.846,monthly,yfinance
DFN.TO,2015-04-28,0.1,3.026,39.66,monthly,yfinance
DFN.TO,2015-05-27,0.1,2.886,41.585,monthly,yfinance
DFN.TO,2015-06-26,0.1,2.915,41.161,monthly,yfinance
DFN.TO,2015-07-29,0.1,2.808,42.733,monthly,yfinance
DFN.TO,2015-08-27,0.1,2.787,43.062,monthly,yfinance
DFN.TO,2015-09-28,0.1,2.59,46.327,monthly,yfinance
DFN.TO,2015-10-28,0.1,2.788,43.037,monthly,yfinance
DFN.TO,2015-11-26,0.1,2.801,42.84,monthly,yfinance
DFN.TO,2015-12-29,0.1,2.707,44.33,monthly,yfinance
DFN.TO,2016-01-27,0.1,2.398,50.047,monthly,yfinance
DFN.TO,2016-02-25,0.1,2.537,47.298,monthly,yfinance
DFN.TO,2016-03-29,0.1,2.818,42.578,monthly,yfinance
DFN.TO,2016-04-27,0.1,2.947,40.723,monthly,yfinance
DFN.TO,2016-05-27,0.1,3.046,39.396,monthly,yfinance
DFN.TO,2016-06-28,0.1,2.883,41.627,monthly,yfinance
